gene_id	GO	description
gene=ubiE	GO:0005829	cytosol
gene=ubiE	GO:0106335	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase activity
gene=c3	GO:0005576	extracellular region
gene=c3	GO:0006471	protein ADP-ribosylation
gene=c3	GO:0016763	pentosyltransferase activity
gene=gbpA	GO:0005576	extracellular region
gene=gbpA	GO:0008061	chitin binding
gene=psaK	GO:0016021	integral component of membrane
gene=psaK	GO:0009522	photosystem I
gene=psaK	GO:0015979	photosynthesis
gene=psaK	GO:0031676	plasma membrane-derived thylakoid membrane
gene=dnaK	GO:0016887	ATP hydrolysis activity
gene=dnaK	GO:0005524	ATP binding
gene=taqIM	GO:0009307	DNA restriction-modification system
gene=taqIM	GO:0008170	N-methyltransferase activity
gene=taqIM	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity
gene=taqIM	GO:0003677	DNA binding
gene=wecH	GO:0016413	O-acetyltransferase activity
gene=wecH	GO:0009246	enterobacterial common antigen biosynthetic process
gene=wecH	GO:0005886	plasma membrane
gene=wecH	GO:0005887	integral component of plasma membrane
gene=ptrA	GO:0050435	amyloid-beta metabolic process
gene=ptrA	GO:0042447	hormone catabolic process
gene=ptrA	GO:0005615	extracellular space
gene=ptrA	GO:0005524	ATP binding
gene=ptrA	GO:0010992	ubiquitin recycling
gene=ptrA	GO:0044257	cellular protein catabolic process
gene=ptrA	GO:0150094	amyloid-beta clearance by cellular catabolic process
gene=ptrA	GO:0043171	peptide catabolic process
gene=ptrA	GO:0004175	endopeptidase activity
gene=ptrA	GO:0042803	protein homodimerization activity
gene=ptrA	GO:0005782	peroxisomal matrix
gene=ptrA	GO:0008270	zinc ion binding
gene=ptrA	GO:0010815	bradykinin catabolic process
gene=ptrA	GO:0032092	positive regulation of protein binding
gene=ptrA	GO:0043559	insulin binding
gene=ptrA	GO:0008340	determination of adult lifespan
gene=ptrA	GO:1903715	regulation of aerobic respiration
gene=ptrA	GO:0004222	metalloendopeptidase activity
gene=ptrA	GO:0009897	external side of plasma membrane
gene=ptrA	GO:0005634	nucleus
gene=ptrA	GO:0140036	ubiquitin-dependent protein binding
gene=ptrA	GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I
gene=ptrA	GO:0051603	proteolysis involved in cellular protein catabolic process
gene=ptrA	GO:0005829	cytosol
gene=ptrA	GO:0016323	basolateral plasma membrane
gene=ptrA	GO:0005739	mitochondrion
gene=ptrA	GO:1901143	insulin catabolic process
gene=polC_1	GO:0008408	3'-5' exonuclease activity
gene=polC_1	GO:0006261	DNA-templated DNA replication
gene=polC_1	GO:0005737	cytoplasm
gene=polC_1	GO:0003677	DNA binding
gene=polC_1	GO:0003887	DNA-directed DNA polymerase activity
gene=bamHIM	GO:0009307	DNA restriction-modification system
gene=bamHIM	GO:0008170	N-methyltransferase activity
gene=bamHIM	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity
gene=bamHIM	GO:0003677	DNA binding
gene=yceD	GO:0046690	response to tellurium ion
gene=csn	GO:0016977	chitosanase activity
gene=csn	GO:0005576	extracellular region
gene=csn	GO:0005975	carbohydrate metabolic process
gene=pstS	GO:0035435	phosphate ion transmembrane transport
gene=pstS	GO:0042301	phosphate ion binding
gene=pstS	GO:0042597	periplasmic space
gene=pstS	GO:0043190	ATP-binding cassette (ABC) transporter complex
gene=pglI	GO:0016757	glycosyltransferase activity
gene=yokI	GO:0004518	nuclease activity
gene=comEC_2	GO:0016021	integral component of membrane
gene=comEC_2	GO:0005886	plasma membrane
gene=comEC_2	GO:0030420	establishment of competence for transformation
gene=pknK	GO:0016021	integral component of membrane
gene=pknK	GO:0009190	cyclic nucleotide biosynthetic process
gene=pknK	GO:0004674	protein serine/threonine kinase activity
gene=pknK	GO:0106310	protein serine kinase activity
gene=pknK	GO:0035556	intracellular signal transduction
gene=pknK	GO:0005524	ATP binding
gene=pknK	GO:0004712	protein serine/threonine/tyrosine kinase activity
gene=soj	GO:0016887	ATP hydrolysis activity
gene=soj	GO:0005524	ATP binding
gene=soj	GO:0007059	chromosome segregation
gene=soj	GO:0003677	DNA binding
gene=spoIIIE	GO:0016021	integral component of membrane
gene=spoIIIE	GO:0005886	plasma membrane
gene=spoIIIE	GO:0007059	chromosome segregation
gene=spoIIIE	GO:0003677	DNA binding
gene=spoIIIE	GO:0007049	cell cycle
gene=spoIIIE	GO:0005524	ATP binding
gene=spoIIIE	GO:0051301	cell division
gene=ftsH4	GO:0016887	ATP hydrolysis activity
gene=ftsH4	GO:0005524	ATP binding
gene=ftsH4	GO:0035494	SNARE complex disassembly
gene=dnaJ_1	GO:0051082	unfolded protein binding
gene=dnaJ_1	GO:0006457	protein folding
gene=dnaJ_1	GO:0031072	heat shock protein binding
gene=dnaJ_1	GO:0005737	cytoplasm
gene=dnaJ_1	GO:0006260	DNA replication
gene=dnaJ_1	GO:0009408	response to heat
gene=dnaJ_1	GO:0005524	ATP binding
gene=dnaJ_1	GO:0008270	zinc ion binding
gene=def1	GO:0046872	metal ion binding
gene=def1	GO:0042586	peptide deformylase activity
gene=def1	GO:0006412	translation
gene=kpsF	GO:0046872	metal ion binding
gene=kpsF	GO:0005975	carbohydrate metabolic process
gene=kpsF	GO:0097367	carbohydrate derivative binding
gene=kpsF	GO:0019146	arabinose-5-phosphate isomerase activity
gene=kpsF	GO:1901135	carbohydrate derivative metabolic process
gene=tarD	GO:0046872	metal ion binding
gene=tarD	GO:0005737	cytoplasm
gene=tarD	GO:0019350	teichoic acid biosynthetic process
gene=tarD	GO:0047348	glycerol-3-phosphate cytidylyltransferase activity
gene=tarD	GO:0071555	cell wall organization
gene=xerD_2	GO:0006310	DNA recombination
gene=xerD_2	GO:0044826	viral genome integration into host DNA
gene=xerD_2	GO:0075713	establishment of integrated proviral latency
gene=xerD_2	GO:0015074	DNA integration
gene=xerD_2	GO:0046718	viral entry into host cell
gene=xerD_2	GO:0003677	DNA binding
gene=gcvP	GO:0019464	glycine decarboxylation via glycine cleavage system
gene=gcvP	GO:0004375	glycine dehydrogenase (decarboxylating) activity
gene=cpdA_3	GO:0046872	metal ion binding
gene=cpdA_3	GO:0003993	acid phosphatase activity
gene=guaC	GO:0046872	metal ion binding
gene=guaC	GO:0006163	purine nucleotide metabolic process
gene=guaC	GO:0006144	purine nucleobase metabolic process
gene=guaC	GO:0003920	GMP reductase activity
gene=guaC	GO:1902560	GMP reductase complex
gene=dnaN	GO:0008408	3'-5' exonuclease activity
gene=dnaN	GO:0009360	DNA polymerase III complex
gene=dnaN	GO:0005737	cytoplasm
gene=dnaN	GO:0006260	DNA replication
gene=dnaN	GO:0003677	DNA binding
gene=dnaN	GO:0003887	DNA-directed DNA polymerase activity
gene=yorD	GO:0005737	cytoplasm
gene=ssb2	GO:0006260	DNA replication
gene=ssb2	GO:0003697	single-stranded DNA binding
gene=levB	GO:0016021	integral component of membrane
gene=levB	GO:0005987	sucrose catabolic process
gene=levB	GO:0005886	plasma membrane
gene=levB	GO:0004575	sucrose alpha-glucosidase activity
gene=levB	GO:0033912	2,6-beta-fructan 6-levanbiohydrolase activity
gene=eccA3	GO:0016887	ATP hydrolysis activity
gene=eccA3	GO:0005524	ATP binding
gene=eccA3	GO:0005737	cytoplasm
gene=hldE_1	GO:0016773	phosphotransferase activity, alcohol group as acceptor
gene=hldE_1	GO:0033785	heptose 7-phosphate kinase activity
gene=hldE_1	GO:0097171	ADP-L-glycero-beta-D-manno-heptose biosynthetic process
gene=hldE_1	GO:0033786	heptose-1-phosphate adenylyltransferase activity
gene=hldE_1	GO:0005524	ATP binding
gene=tadA_2	GO:0006220	pyrimidine nucleotide metabolic process
gene=tadA_2	GO:0009165	nucleotide biosynthetic process
gene=tadA_2	GO:0008270	zinc ion binding
gene=tadA_2	GO:0004132	dCMP deaminase activity
gene=dps	GO:0030261	chromosome condensation
gene=dps	GO:0016722	oxidoreductase activity, acting on metal ions
gene=dps	GO:0005737	cytoplasm
gene=dps	GO:0003677	DNA binding
gene=dps	GO:0006879	cellular iron ion homeostasis
gene=dps	GO:0008199	ferric iron binding
gene=rrrD_2	GO:0044659	viral release from host cell by cytolysis
gene=rrrD_2	GO:0042742	defense response to bacterium
gene=rrrD_2	GO:0016998	cell wall macromolecule catabolic process
gene=rrrD_2	GO:0019835	cytolysis
gene=rrrD_2	GO:0009253	peptidoglycan catabolic process
gene=rrrD_2	GO:0030430	host cell cytoplasm
gene=rrrD_2	GO:0003796	lysozyme activity
gene=eta	GO:0004252	serine-type endopeptidase activity
gene=eta	GO:0090729	toxin activity
gene=sigH	GO:0016987	sigma factor activity
gene=sigH	GO:0006352	DNA-templated transcription, initiation
gene=sigH	GO:0003677	DNA binding
gene=xerH	GO:0006310	DNA recombination
gene=xerH	GO:0044826	viral genome integration into host DNA
gene=xerH	GO:0075713	establishment of integrated proviral latency
gene=xerH	GO:0015074	DNA integration
gene=xerH	GO:0046718	viral entry into host cell
gene=xerH	GO:0003677	DNA binding
gene=nrdE_2	GO:0005971	ribonucleoside-diphosphate reductase complex
gene=nrdE_2	GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
gene=nrdE_2	GO:0009263	deoxyribonucleotide biosynthetic process
gene=nrdE_2	GO:0006260	DNA replication
gene=nrdE_2	GO:0005524	ATP binding
gene=galE	GO:0016829	lyase activity
gene=galE	GO:0045227	capsule polysaccharide biosynthetic process
gene=argS	GO:0005524	ATP binding
gene=argS	GO:0006420	arginyl-tRNA aminoacylation
gene=argS	GO:0004814	arginine-tRNA ligase activity
gene=purL	GO:0075733	intracellular transport of virus
gene=purL	GO:0043657	host cell
gene=purL	GO:0019033	viral tegument
gene=mku	GO:0099016	evasion by virus of DNA end degradation
gene=mku	GO:0006303	double-strand break repair via nonhomologous end joining
gene=mku	GO:0016746	acyltransferase activity
gene=mku	GO:0003690	double-stranded DNA binding
gene=mku	GO:0046718	viral entry into host cell
gene=mku	GO:0099009	viral genome circularization
gene=dhfR	GO:0006730	one-carbon metabolic process
gene=dhfR	GO:0046677	response to antibiotic
gene=dhfR	GO:0004146	dihydrofolate reductase activity
gene=dhfR	GO:0046654	tetrahydrofolate biosynthetic process
gene=dhfR	GO:0031427	response to methotrexate
gene=mhpC	GO:0004601	peroxidase activity
protein=5'-3'	GO:0004527	exonuclease activity
protein=5'-3'	GO:0003677	DNA binding
gene=immR_2	GO:0003677	DNA binding
gene=colD	GO:0016829	lyase activity
gene=yncF	GO:0004170	dUTP diphosphatase activity
gene=yncF	GO:0000287	magnesium ion binding
gene=yncF	GO:0006226	dUMP biosynthetic process
gene=yncF	GO:0042802	identical protein binding
gene=yncF	GO:0032991	protein-containing complex
gene=yncF	GO:0046081	dUTP catabolic process
gene=blc	GO:0005576	extracellular region
gene=lexA_2	GO:0009432	SOS response
gene=lexA_2	GO:0004252	serine-type endopeptidase activity
gene=lexA_2	GO:0006260	DNA replication
gene=lexA_2	GO:0045892	negative regulation of transcription, DNA-templated
gene=lexA_2	GO:0003677	DNA binding
gene=lexA_2	GO:0006281	DNA repair
gene=asnB	GO:0006541	glutamine metabolic process
gene=asnB	GO:0070981	L-asparagine biosynthetic process
gene=asnB	GO:0006529	asparagine biosynthetic process
gene=asnB	GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity
gene=asnB	GO:0005829	cytosol
gene=asnB	GO:0005524	ATP binding
gene=hdc	GO:0102705	serine decarboxylase activity
gene=hdc	GO:0030170	pyridoxal phosphate binding
gene=hdc	GO:0019752	carboxylic acid metabolic process
gene=serS	GO:0016260	selenocysteine biosynthetic process
gene=serS	GO:0004828	serine-tRNA ligase activity
gene=serS	GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process
gene=serS	GO:0005737	cytoplasm
gene=serS	GO:0005524	ATP binding
gene=serS	GO:0006434	seryl-tRNA aminoacylation
gene=tdk	GO:0005737	cytoplasm
gene=tdk	GO:0071897	DNA biosynthetic process
gene=tdk	GO:0005524	ATP binding
gene=tdk	GO:0004797	thymidine kinase activity
gene=tdk	GO:0008270	zinc ion binding
gene=pepO	GO:0046872	metal ion binding
gene=pepO	GO:0004222	metalloendopeptidase activity
gene=rpoC_2	GO:0046872	metal ion binding
gene=rpoC_2	GO:0005634	nucleus
gene=rpoC_2	GO:0003899	DNA-directed 5'-3' RNA polymerase activity
gene=rpoC_2	GO:0003677	DNA binding
gene=rpoC_2	GO:0006366	transcription by RNA polymerase II
gene=lip2	GO:0046872	metal ion binding
gene=lip2	GO:0004806	triglyceride lipase activity
gene=lip2	GO:0005576	extracellular region
gene=lip2	GO:0016042	lipid catabolic process
gene=tobZ	GO:0009058	biosynthetic process
gene=tobZ	GO:0016740	transferase activity
protein=Arylesterase	GO:0004601	peroxidase activity
gene=gatB	GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
gene=gatB	GO:0005524	ATP binding
gene=gatB	GO:0050566	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
gene=gatB	GO:0006412	translation
gene=smpB	GO:0070929	trans-translation
gene=smpB	GO:0003723	RNA binding
gene=smpB	GO:0005737	cytoplasm
gene=radD	GO:0036121	double-stranded DNA helicase activity
gene=radD	GO:0003723	RNA binding
gene=radD	GO:0000403	Y-form DNA binding
gene=radD	GO:0005634	nucleus
gene=radD	GO:0061749	forked DNA-dependent helicase activity
gene=radD	GO:0005737	cytoplasm
gene=radD	GO:0032042	mitochondrial DNA metabolic process
gene=radD	GO:0016787	hydrolase activity
gene=radD	GO:0003724	RNA helicase activity
gene=radD	GO:0005759	mitochondrial matrix
gene=radD	GO:0005739	mitochondrion
gene=radD	GO:0005524	ATP binding
gene=ligA_1	GO:0046872	metal ion binding
gene=ligA_1	GO:0003911	DNA ligase (NAD+) activity
gene=ligA_1	GO:0006260	DNA replication
gene=ligA_1	GO:0003677	DNA binding
gene=ligA_1	GO:0006281	DNA repair
gene=tuaG	GO:0046872	metal ion binding
gene=tuaG	GO:0019350	teichoic acid biosynthetic process
gene=tuaG	GO:0071555	cell wall organization
gene=tuaG	GO:0016757	glycosyltransferase activity
gene=csbB	GO:0016021	integral component of membrane
gene=csbB	GO:0005886	plasma membrane
gene=csbB	GO:0016757	glycosyltransferase activity
gene=ligA_2	GO:0046872	metal ion binding
gene=ligA_2	GO:0003911	DNA ligase (NAD+) activity
gene=ligA_2	GO:0006260	DNA replication
gene=ligA_2	GO:0003677	DNA binding
gene=ligA_2	GO:0006281	DNA repair
protein=Endoglucanase	GO:0008810	cellulase activity
protein=Endoglucanase	GO:0030245	cellulose catabolic process
gene=glpQ1	GO:0046872	metal ion binding
gene=glpQ1	GO:0006629	lipid metabolic process
gene=glpQ1	GO:0006071	glycerol metabolic process
gene=glpQ1	GO:0008889	glycerophosphodiester phosphodiesterase activity
protein=Botulinum	GO:0008320	protein transmembrane transporter activity
protein=Botulinum	GO:0090729	toxin activity
protein=Botulinum	GO:0004222	metalloendopeptidase activity
protein=Botulinum	GO:0008270	zinc ion binding
protein=Botulinum	GO:0046929	negative regulation of neurotransmitter secretion
protein=Botulinum	GO:0005576	extracellular region
protein=Botulinum	GO:0033619	membrane protein proteolysis
protein=Botulinum	GO:0045955	negative regulation of calcium ion-dependent exocytosis
protein=Botulinum	GO:0035594	ganglioside binding
gene=dacD	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity
gene=dacD	GO:0004180	carboxypeptidase activity
gene=dacD	GO:0000270	peptidoglycan metabolic process
gene=dacD	GO:0008800	beta-lactamase activity
gene=dacD	GO:0009252	peptidoglycan biosynthetic process
gene=dacD	GO:0008360	regulation of cell shape
gene=dacD	GO:0005886	plasma membrane
gene=dacD	GO:0008658	penicillin binding
gene=dacD	GO:0071555	cell wall organization
gene=lss_2	GO:0016021	integral component of membrane
gene=lss_2	GO:0046872	metal ion binding
gene=lss_2	GO:0005886	plasma membrane
gene=lss_2	GO:0008237	metallopeptidase activity
protein=Muramidase-2	GO:0042742	defense response to bacterium
protein=Muramidase-2	GO:0016998	cell wall macromolecule catabolic process
protein=Muramidase-2	GO:0019835	cytolysis
protein=Muramidase-2	GO:0009253	peptidoglycan catabolic process
protein=Muramidase-2	GO:0003796	lysozyme activity
gene=pvadh_2	GO:0046872	metal ion binding
gene=pvadh_2	GO:0005737	cytoplasm
gene=pvadh_2	GO:0009055	electron transfer activity
gene=pvadh_2	GO:0047059	polyvinyl alcohol dehydrogenase (cytochrome) activity
gene=pvadh_2	GO:0020037	heme binding
gene=rpoS	GO:0016987	sigma factor activity
gene=rpoS	GO:0006352	DNA-templated transcription, initiation
gene=rpoS	GO:0003677	DNA binding
gene=rpoS	GO:0005737	cytoplasm
gene=ecfG	GO:0016987	sigma factor activity
gene=ecfG	GO:0006352	DNA-templated transcription, initiation
gene=ecfG	GO:0006979	response to oxidative stress
gene=ecfG	GO:0003677	DNA binding
gene=purH	GO:0003937	IMP cyclohydrolase activity
gene=purH	GO:0006189	'de novo' IMP biosynthetic process
gene=purH	GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity
gene=cmoA	GO:0016743	carboxyl- or carbamoyltransferase activity
gene=cmoA	GO:0002098	tRNA wobble uridine modification
gene=cmoA	GO:1904047	S-adenosyl-L-methionine binding
gene=rapA_1	GO:0004386	helicase activity
gene=rapA_1	GO:0000785	chromatin
gene=rapA_1	GO:1990505	mitotic DNA replication maintenance of fidelity
gene=rapA_1	GO:0005634	nucleus
gene=rapA_1	GO:0070647	protein modification by small protein conjugation or removal
gene=rapA_1	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
gene=rapA_1	GO:0005737	cytoplasm
gene=rapA_1	GO:0000724	double-strand break repair via homologous recombination
gene=rapA_1	GO:0016787	hydrolase activity
gene=rapA_1	GO:0061630	ubiquitin protein ligase activity
gene=rapA_1	GO:0061995	ATP-dependent protein-DNA complex displacement activity
