gene_id	ko	pathway
gene=ctpA_2	ko01524	Platinum drug resistance [PATH:ko01524]
gene=livF_27	ko02010	ABC transporters [PATH:ko02010]
gene=livF_27	ko02024	Quorum sensing [PATH:ko02024]
gene=livF_27	ko02000	Transporters [BR:ko02000]
gene=fcl	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=fcl	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=fcl	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=ytfQ_3	ko02010	ABC transporters [PATH:ko02010]
gene=ytfQ_3	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=ytfQ_3	ko02000	Transporters [BR:ko02000]
gene=thiD	ko00730	Thiamine metabolism [PATH:ko00730]
gene=malK_5	ko02010	ABC transporters [PATH:ko02010]
gene=malK_5	ko02000	Transporters [BR:ko02000]
gene=porB_2	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=porB_2	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=porB_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=porB_2	ko00640	Propanoate metabolism [PATH:ko00640]
gene=porB_2	ko00650	Butanoate metabolism [PATH:ko00650]
gene=porB_2	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=porB_2	ko00680	Methane metabolism [PATH:ko00680]
gene=porB_2	ko00633	Nitrotoluene degradation [PATH:ko00633]
gene=ant1_4	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=hybG_2	99975	Protein processing
gene=fccB_2	ko00920	Sulfur metabolism [PATH:ko00920]
gene=cobB_2	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
gene=doeA_4	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=ftsZ	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
gene=ftsZ	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=ftsZ	ko04812	Cytoskeleton proteins [BR:ko04812]
gene=ftsZ	ko02048	Prokaryotic defense system [BR:ko02048]
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=lcdH	99980	Enzymes with EC numbers
gene=rfbX_3	99977	Transport
gene=crtL_2	ko00906	Carotenoid biosynthesis [PATH:ko00906]
gene=msbA_6	ko02000	Transporters [BR:ko02000]
protein=Bifunctional	ko00908	Zeatin biosynthesis [PATH:ko00908]
protein=Bifunctional	ko00199	Cytochrome P450 [BR:ko00199]
gene=ribX_4	ko02000	Transporters [BR:ko02000]
gene=cspC	99973	Transcription
gene=ubiH	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
gene=rhlB_2	ko03018	RNA degradation [PATH:ko03018]
gene=rhlB_2	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=thiE	ko00730	Thiamine metabolism [PATH:ko00730]
gene=plsX	ko00561	Glycerolipid metabolism [PATH:ko00561]
gene=plsX	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=ybhF_2	ko02000	Transporters [BR:ko02000]
gene=oppA_1	ko02010	ABC transporters [PATH:ko02010]
gene=oppA_1	ko02024	Quorum sensing [PATH:ko02024]
gene=oppA_1	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=oppA_1	ko02000	Transporters [BR:ko02000]
gene=ysdC_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=sepF_2	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=yneB_13	99976	Replication and repair
gene=ugpB_5	ko02010	ABC transporters [PATH:ko02010]
gene=ugpB_5	ko02000	Transporters [BR:ko02000]
gene=yvbW	99977	Transport
gene=phnC_3	ko02010	ABC transporters [PATH:ko02010]
gene=phnC_3	ko02000	Transporters [BR:ko02000]
gene=ydjF_1	99998	Others
gene=hsaB	ko00984	Steroid degradation [PATH:ko00984]
gene=dmsD_4	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=patB_5	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=patB_5	ko00450	Selenocompound metabolism [PATH:ko00450]
gene=patB_5	ko01007	Amino acid related enzymes [BR:ko01007]
gene=adiC_3	ko02000	Transporters [BR:ko02000]
gene=rarA	99976	Replication and repair
gene=pchR_4	ko03000	Transcription factors [BR:ko03000]
gene=csbC_6	ko04113	Meiosis - yeast [PATH:ko04113]
gene=csbC_6	ko02000	Transporters [BR:ko02000]
gene=thpR_1	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=aam_1	ko00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gene=aam_1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=pta_1	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=pta_1	ko00640	Propanoate metabolism [PATH:ko00640]
gene=pta_1	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=pta_1	ko00680	Methane metabolism [PATH:ko00680]
gene=pta_1	ko00430	Taurine and hypotaurine metabolism [PATH:ko00430]
gene=citD	ko02020	Two-component system [PATH:ko02020]
gene=celD_2	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=celD_2	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=celD_2	ko02000	Transporters [BR:ko02000]
gene=msrR_1	ko00552	Teichoic acid biosynthesis [PATH:ko00552]
gene=fla	ko02040	Flagellar assembly [PATH:ko02040]
gene=fla	ko02035	Bacterial motility proteins [BR:ko02035]
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=ripB_4	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=ripB_4	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
protein=Actin-binding	ko04624	Toll and Imd signaling pathway [PATH:ko04624]
protein=Actin-binding	ko05205	Proteoglycans in cancer [PATH:ko05205]
protein=Actin-binding	ko04812	Cytoskeleton proteins [BR:ko04812]
gene=epsM_3	99980	Enzymes with EC numbers
gene=arsR2_3	ko03000	Transcription factors [BR:ko03000]
gene=relB	ko03000	Transcription factors [BR:ko03000]
gene=relB	ko02048	Prokaryotic defense system [BR:ko02048]
gene=sipV_4	ko03060	Protein export [PATH:ko03060]
gene=sipV_4	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=tilS	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=ruvB	ko03440	Homologous recombination [PATH:ko03440]
gene=ruvB	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=hpaC_2	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=hpaC_2	ko00740	Riboflavin metabolism [PATH:ko00740]
gene=sigK	ko03021	Transcription machinery [BR:ko03021]
protein=3',5'-cyclic-nucleotide	99997	Function unknown
gene=apc3_2	ko00480	Glutathione metabolism [PATH:ko00480]
gene=cysA_1	ko02010	ABC transporters [PATH:ko02010]
gene=cysA_1	ko02000	Transporters [BR:ko02000]
gene=uctC_1	99980	Enzymes with EC numbers
gene=cmoA_2	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=tagH	ko02010	ABC transporters [PATH:ko02010]
gene=tagH	ko02000	Transporters [BR:ko02000]
gene=phaE_2	ko00650	Butanoate metabolism [PATH:ko00650]
gene=opuAA_1	ko02010	ABC transporters [PATH:ko02010]
gene=opuAA_1	ko02000	Transporters [BR:ko02000]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=citF_2	ko02020	Two-component system [PATH:ko02020]
gene=ggpS	99980	Enzymes with EC numbers
gene=sacX_1	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=sacX_1	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=sacX_1	ko02000	Transporters [BR:ko02000]
gene=galK_4	ko00900	Terpenoid backbone biosynthesis [PATH:ko00900]
gene=kaiC_5	99995	Signaling proteins
gene=cdhR_14	ko03000	Transcription factors [BR:ko03000]
gene=spkF_4	ko04934	Cushing syndrome [PATH:ko04934]
gene=spkF_4	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=yciC_3	99987	Cofactor metabolism
gene=pnbA_1	99980	Enzymes with EC numbers
gene=potH_2	ko02024	Quorum sensing [PATH:ko02024]
gene=potH_2	ko02000	Transporters [BR:ko02000]
gene=gerBC_4	99978	Cell growth
gene=pstS_5	ko02010	ABC transporters [PATH:ko02010]
gene=pstS_5	ko02020	Two-component system [PATH:ko02020]
gene=pstS_5	ko05152	Tuberculosis [PATH:ko05152]
gene=pstS_5	ko02000	Transporters [BR:ko02000]
gene=rbn_1	ko00440	Phosphonate and phosphinate metabolism [PATH:ko00440]
gene=graS_2	ko02020	Two-component system [PATH:ko02020]
gene=graS_2	ko01001	Protein kinases [BR:ko01001]
gene=graS_2	ko02022	Two-component system [BR:ko02022]
gene=dacA_5	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=dacA_5	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=dacA_5	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=apc3_5	ko00330	Arginine and proline metabolism [PATH:ko00330]
protein=Small,	99978	Cell growth
gene=rayT_6	99976	Replication and repair
gene=cycY	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=tyrB_1	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=tyrB_1	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=tyrB_1	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=tyrB_1	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=tyrB_1	ko00950	Isoquinoline alkaloid biosynthesis [PATH:ko00950]
gene=tyrB_1	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]
gene=tyrB_1	ko00401	Novobiocin biosynthesis [PATH:ko00401]
gene=tyrB_1	ko01007	Amino acid related enzymes [BR:ko01007]
gene=cofC_1	99997	Function unknown
gene=yugI	99973	Transcription
gene=gpx1_3	ko00590	Arachidonic acid metabolism [PATH:ko00590]
gene=gpx1_3	ko00480	Glutathione metabolism [PATH:ko00480]
gene=gpx1_3	ko04918	Thyroid hormone synthesis [PATH:ko04918]
gene=gpx1_3	ko05014	Amyotrophic lateral sclerosis [PATH:ko05014]
gene=gpx1_3	ko05016	Huntington disease [PATH:ko05016]
gene=gpx1_3	ko05022	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
gene=lpxD_7	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=lpxD_7	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=zraR_18	ko02020	Two-component system [PATH:ko02020]
gene=zraR_18	ko02022	Two-component system [BR:ko02022]
gene=dosP	99980	Enzymes with EC numbers
gene=Hgd	99980	Enzymes with EC numbers
gene=lacG_1	ko02010	ABC transporters [PATH:ko02010]
gene=lacG_1	ko02000	Transporters [BR:ko02000]
gene=ykfA	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=ykfA	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=dsbG	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=dfrD	ko00790	Folate biosynthesis [PATH:ko00790]
gene=dfrD	ko00670	One carbon pool by folate [PATH:ko00670]
gene=dfrD	ko01523	Antifolate resistance [PATH:ko01523]
gene=ecfA3	ko02010	ABC transporters [PATH:ko02010]
gene=ecfA3	ko02000	Transporters [BR:ko02000]
gene=cya_4	ko00230	Purine metabolism [PATH:ko00230]
gene=cya_4	ko04113	Meiosis - yeast [PATH:ko04113]
gene=cya_4	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=cya_4	ko04213	Longevity regulating pathway - multiple species [PATH:ko04213]
gene=acxC_2	99980	Enzymes with EC numbers
gene=yqjH	99980	Enzymes with EC numbers
gene=gluD	ko00910	Nitrogen metabolism [PATH:ko00910]
gene=gluD	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=gluD	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=gluD	ko00430	Taurine and hypotaurine metabolism [PATH:ko00430]
gene=hupB_1	ko03032	DNA replication proteins [BR:ko03032]
gene=hupB_1	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=hupB_1	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=mdxE_2	ko02010	ABC transporters [PATH:ko02010]
gene=mdxE_2	ko02000	Transporters [BR:ko02000]
gene=ampD_2	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=metG_1	ko00450	Selenocompound metabolism [PATH:ko00450]
gene=metG_1	ko00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gene=metG_1	ko01007	Amino acid related enzymes [BR:ko01007]
gene=metG_1	ko03016	Transfer RNA biogenesis [BR:ko03016]
protein=Cytochrome	ko00199	Cytochrome P450 [BR:ko00199]
gene=lolE	ko02010	ABC transporters [PATH:ko02010]
gene=lolE	ko02000	Transporters [BR:ko02000]
gene=gntR_4	ko03000	Transcription factors [BR:ko03000]
gene=pyrDB	ko00240	Pyrimidine metabolism [PATH:ko00240]
gene=sbmC_2	99976	Replication and repair
gene=alsE	ko00051	Fructose and mannose metabolism [PATH:ko00051]
protein=Electron	99980	Enzymes with EC numbers
gene=adhB_2	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=adhB_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=adhB_2	ko00071	Fatty acid degradation [PATH:ko00071]
gene=adhB_2	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=adhB_2	ko00625	Chloroalkane and chloroalkene degradation [PATH:ko00625]
gene=adhB_2	ko00626	Naphthalene degradation [PATH:ko00626]
gene=ravA_1	99980	Enzymes with EC numbers
gene=fliP_4	ko02044	Secretion system [BR:ko02044]
gene=tdcG	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=tdcG	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=rsxB_4	99997	Function unknown
gene=rfaL_1	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=rfaL_1	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=fabY	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=fabY	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=genK_4	ko02000	Transporters [BR:ko02000]
gene=dsbB_2	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=mlaE_6	ko02010	ABC transporters [PATH:ko02010]
gene=mlaE_6	ko02000	Transporters [BR:ko02000]
gene=ndk	ko00230	Purine metabolism [PATH:ko00230]
gene=ndk	ko00240	Pyrimidine metabolism [PATH:ko00240]
gene=ndk	ko00983	Drug metabolism - other enzymes [PATH:ko00983]
gene=ndk	ko04016	MAPK signaling pathway - plant [PATH:ko04016]
gene=ndk	ko04131	Membrane trafficking [BR:ko04131]
gene=cobK	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=yagT_2	ko00230	Purine metabolism [PATH:ko00230]
gene=gspA_2	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=gspA_2	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=nifD_3	99982	Energy metabolism
gene=hipA_2	ko01001	Protein kinases [BR:ko01001]
gene=hipA_2	ko02048	Prokaryotic defense system [BR:ko02048]
gene=spo0A	ko02020	Two-component system [PATH:ko02020]
gene=spo0A	ko02024	Quorum sensing [PATH:ko02024]
gene=spo0A	ko02022	Two-component system [BR:ko02022]
gene=tuf1	ko04626	Plant-pathogen interaction [PATH:ko04626]
gene=tuf1	ko03012	Translation factors [BR:ko03012]
gene=tuf1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=tuf1	ko04147	Exosome [BR:ko04147]
gene=yfnB_1	ko00625	Chloroalkane and chloroalkene degradation [PATH:ko00625]
gene=yfnB_1	ko00361	Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]
protein=Thermostable	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=yfiH_3	ko00230	Purine metabolism [PATH:ko00230]
gene=yfiH_3	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=bioY2_2	ko02010	ABC transporters [PATH:ko02010]
gene=bioY2_2	ko02000	Transporters [BR:ko02000]
gene=regA_2	ko02020	Two-component system [PATH:ko02020]
gene=regA_2	ko02022	Two-component system [BR:ko02022]
protein=Ribonuclease	99974	Translation
gene=glnG_1	ko02020	Two-component system [PATH:ko02020]
gene=glnG_1	ko02022	Two-component system [BR:ko02022]
gene=mcpQ_5	ko02020	Two-component system [PATH:ko02020]
gene=mcpQ_5	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=mcpQ_5	ko02035	Bacterial motility proteins [BR:ko02035]
gene=mbtB	ko01053	Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]
gene=mbtB	ko01008	Polyketide biosynthesis proteins [BR:ko01008]
gene=glnM	ko02010	ABC transporters [PATH:ko02010]
gene=glnM	ko02000	Transporters [BR:ko02000]
gene=isfD_2	99997	Function unknown
gene=prsA1_2	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=ureA	ko00230	Purine metabolism [PATH:ko00230]
gene=ureA	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=ureA	ko00791	Atrazine degradation [PATH:ko00791]
gene=hapE	99994	Others
gene=arsH_3	99996	General function prediction only
gene=hpf_3	ko03009	Ribosome biogenesis [BR:ko03009]
gene=potA_15	ko02010	ABC transporters [PATH:ko02010]
gene=potA_15	ko02000	Transporters [BR:ko02000]
gene=ald2	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=ald2	ko00430	Taurine and hypotaurine metabolism [PATH:ko00430]
gene=fdh	ko00053	Ascorbate and aldarate metabolism [PATH:ko00053]
gene=lacG_2	ko02010	ABC transporters [PATH:ko02010]
gene=lacG_2	ko02000	Transporters [BR:ko02000]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=sthA_2	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=bkdA	ko00640	Propanoate metabolism [PATH:ko00640]
gene=bkdA	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=alsK	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=rpsT	ko03010	Ribosome [PATH:ko03010]
gene=rpsT	ko03011	Ribosome [BR:ko03011]
gene=dcuA_2	ko02000	Transporters [BR:ko02000]
gene=gcdB_1	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=gcdB_1	ko00650	Butanoate metabolism [PATH:ko00650]
gene=gcdB_1	ko00362	Benzoate degradation [PATH:ko00362]
gene=gcdB_1	ko02000	Transporters [BR:ko02000]
gene=corC_4	ko02000	Transporters [BR:ko02000]
gene=corC_4	ko02042	Bacterial toxins [BR:ko02042]
gene=oppF_2	ko02024	Quorum sensing [PATH:ko02024]
gene=oppF_2	ko02000	Transporters [BR:ko02000]
gene=pleC_3	ko02020	Two-component system [PATH:ko02020]
gene=pleC_3	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
gene=pleC_3	ko01001	Protein kinases [BR:ko01001]
gene=pleC_3	ko02022	Two-component system [BR:ko02022]
gene=chiA1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=gatB	ko00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gene=gatB	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=fdx_1	99982	Energy metabolism
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=rffH_2	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=rffH_2	ko00523	Polyketide sugar unit biosynthesis [PATH:ko00523]
gene=rffH_2	ko00521	Streptomycin biosynthesis [PATH:ko00521]
gene=rffH_2	ko00525	Acarbose and validamycin biosynthesis [PATH:ko00525]
gene=msuD_2	ko00920	Sulfur metabolism [PATH:ko00920]
gene=wzzB	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=mlaF_2	ko02010	ABC transporters [PATH:ko02010]
gene=mlaF_2	ko02000	Transporters [BR:ko02000]
gene=bacF_2	ko00998	Biosynthesis of various antibiotics [PATH:ko00998]
gene=maeB_1	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=maeB_1	ko00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]
gene=maeB_1	ko03320	PPAR signaling pathway [PATH:ko03320]
gene=araQ	ko02010	ABC transporters [PATH:ko02010]
gene=araQ	ko02000	Transporters [BR:ko02000]
gene=tcyP_1	99997	Function unknown
gene=mglA	ko02010	ABC transporters [PATH:ko02010]
gene=mglA	ko02000	Transporters [BR:ko02000]
gene=fixX_3	99982	Energy metabolism
gene=yxdM_1	ko02020	Two-component system [PATH:ko02020]
gene=yxdM_1	ko02000	Transporters [BR:ko02000]
gene=ppiB_3	99980	Enzymes with EC numbers
gene=sacA_2	ko00052	Galactose metabolism [PATH:ko00052]
gene=sacA_2	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=acoA_5	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=acoA_5	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=acoA_5	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=acoA_5	ko04066	HIF-1 signaling pathway [PATH:ko04066]
gene=acoA_5	ko04922	Glucagon signaling pathway [PATH:ko04922]
gene=acoA_5	ko05230	Central carbon metabolism in cancer [PATH:ko05230]
gene=acoA_5	ko05415	Diabetic cardiomyopathy [PATH:ko05415]
gene=msrA_3	99980	Enzymes with EC numbers
gene=rhaM_2	99980	Enzymes with EC numbers
gene=cobP	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=hyaD_1	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=paaE_2	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=nirM_1	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=nirM_1	ko02020	Two-component system [PATH:ko02020]
gene=nirM_1	ko04210	Apoptosis [PATH:ko04210]
gene=nirM_1	ko04214	Apoptosis - fly [PATH:ko04214]
gene=nirM_1	ko04215	Apoptosis - multiple species [PATH:ko04215]
gene=nirM_1	ko04115	p53 signaling pathway [PATH:ko04115]
gene=nirM_1	ko05200	Pathways in cancer [PATH:ko05200]
gene=nirM_1	ko05210	Colorectal cancer [PATH:ko05210]
gene=nirM_1	ko05222	Small cell lung cancer [PATH:ko05222]
gene=nirM_1	ko05170	Human immunodeficiency virus 1 infection [PATH:ko05170]
gene=nirM_1	ko05161	Hepatitis B [PATH:ko05161]
gene=nirM_1	ko05160	Hepatitis C [PATH:ko05160]
gene=nirM_1	ko05164	Influenza A [PATH:ko05164]
gene=nirM_1	ko05162	Measles [PATH:ko05162]
gene=nirM_1	ko05168	Herpes simplex virus 1 infection [PATH:ko05168]
gene=nirM_1	ko05163	Human cytomegalovirus infection [PATH:ko05163]
gene=nirM_1	ko05167	Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167]
